respondent_id,h1n1_vaccine,seasonal_vaccine
33192,0.2,0.27
33193,0.32,0.46
33194,0.19,0.78
33195,0.18,0.61
33196,0.06,0.21
33197,0.26,0.38
33198,0.58,0.6
33199,0.41,0.36
33200,0.2,0.47
33201,0.75,0.59
33202,0.21,0.3
33203,0.4,0.55
33204,0.11,0.47
33205,0.11,0.23
33206,0.31,0.76
33207,0.15,0.48
33208,0.49,0.72
33209,0.14,0.33
33210,0.23,0.74
33211,0.1,0.22
33212,0.03,0.18
33213,0.44,0.56
33214,0.06,0.19
33215,0.09,0.13
33216,0.09,0.19
33217,0.27,0.56
33218,0.14,0.79
33219,0.33,0.33
33220,0.28,0.46
33221,0.31,0.42
33222,0.54,0.72
33223,0.41,0.6
33224,0.34,0.53
33225,0.51,0.73
33226,0.03,0.19
33227,0.09,0.14
33228,0.39,0.43
33229,0.14,0.63
33230,0.08,0.22
33231,0.08,0.27
33232,0.05,0.18
33233,0.37,0.33
33234,0.44,0.43
33235,0.13,0.44
33236,0.21,0.17
33237,0.08,0.17
33238,0.11,0.15
33239,0.16,0.52
33240,0.42,0.52
33241,0.37,0.44
33242,0.19,0.76
33243,0.62,0.69
33244,0.58,0.8
33245,0.38,0.45
33246,0.76,0.84
33247,0.11,0.2
33248,0.33,0.61
33249,0.12,0.14
33250,0.22,0.54
33251,0.19,0.19
33252,0.65,0.66
33253,0.73,0.9
33254,0.17,0.72
33255,0.17,0.73
33256,0.32,0.2
33257,0.14,0.12
33258,0.18,0.38
33259,0.23,0.49
33260,0.5,0.43
33261,0.23,0.56
33262,0.69,0.92
33263,0.1,0.17
33264,0.17,0.8
33265,0.26,0.55
33266,0.15,0.09
33267,0.24,0.53
33268,0.44,0.65
33269,0.22,0.89
33270,0.18,0.24
33271,0.35,0.64
33272,0.31,0.82
33273,0.23,0.79
33274,0.08,0.18
33275,0.71,0.9
33276,0.35,0.5
33277,0.09,0.35
33278,0.16,0.24
33279,0.52,0.53
33280,0.54,0.82
33281,0.16,0.1
33282,0.34,0.62
33283,0.35,0.86
33284,0.12,0.21
33285,0.59,0.45
33286,0.2,0.77
33287,0.39,0.79
33288,0.15,0.35
33289,0.31,0.44
33290,0.5,0.7
33291,0.11,0.13
33292,0.19,0.42
33293,0.27,0.29
33294,0.29,0.32
33295,0.27,0.35
33296,0.3,0.7
33297,0.3,0.42
33298,0.27,0.16
33299,0.3,0.5
33300,0.43,0.67
33301,0.2,0.76
33302,0.12,0.58
33303,0.68,0.78
33304,0.28,0.36
33305,0.22,0.33
33306,0.07,0.1
33307,0.26,0.31
33308,0.1,0.37
33309,0.29,0.68
33310,0.17,0.18
33311,0.14,0.53
33312,0.14,0.22
33313,0.33,0.47
33314,0.14,0.46
33315,0.07,0.12
33316,0.17,0.22
33317,0.16,0.52
33318,0.24,0.85
33319,0.3,0.35
33320,0.18,0.37
33321,0.08,0.16
33322,0.39,0.47
33323,0.18,0.2
33324,0.15,0.31
33325,0.28,0.32
33326,0.44,0.31
33327,0.11,0.14
33328,0.31,0.44
33329,0.15,0.29
33330,0.32,0.64
33331,0.22,0.46
33332,0.31,0.34
33333,0.1,0.05
33334,0.15,0.21
33335,0.53,0.76
33336,0.24,0.6
33337,0.25,0.64
33338,0.14,0.24
33339,0.1,0.15
33340,0.34,0.33
33341,0.12,0.27
33342,0.56,0.61
33343,0.2,0.81
33344,0.45,0.43
33345,0.26,0.27
33346,0.12,0.68
33347,0.54,0.52
33348,0.22,0.52
33349,0.36,0.49
33350,0.26,0.4
33351,0.27,0.5
33352,0.24,0.44
33353,0.25,0.27
33354,0.55,0.71
33355,0.64,0.86
33356,0.25,0.43
33357,0.78,0.82
33358,0.29,0.61
33359,0.16,0.81
33360,0.1,0.14
33361,0.52,0.49
33362,0.21,0.22
33363,0.11,0.73
33364,0.21,0.48
33365,0.72,0.88
33366,0.15,0.63
33367,0.3,0.71
33368,0.21,0.46
33369,0.2,0.56
33370,0.31,0.57
33371,0.74,0.75
33372,0.23,0.61
33373,0.32,0.38
33374,0.14,0.2
33375,0.2,0.23
33376,0.18,0.29
33377,0.24,0.62
33378,0.14,0.32
33379,0.38,0.68
33380,0.59,0.53
33381,0.55,0.41
33382,0.46,0.35
33383,0.14,0.5
33384,0.19,0.49
33385,0.29,0.49
33386,0.24,0.28
33387,0.07,0.24
33388,0.22,0.75
33389,0.18,0.7
33390,0.16,0.83
33391,0.34,0.38
33392,0.64,0.82
33393,0.28,0.52
33394,0.15,0.36
33395,0.36,0.27
33396,0.3,0.24
33397,0.12,0.09
33398,0.46,0.18
33399,0.17,0.61
33400,0.25,0.61
33401,0.1,0.12
33402,0.71,0.66
33403,0.2,0.32
33404,0.09,0.11
33405,0.39,0.59
33406,0.34,0.57
33407,0.61,0.69
33408,0.11,0.27
33409,0.15,0.3
33410,0.2,0.36
33411,0.18,0.19
33412,0.49,0.65
33413,0.31,0.29
33414,0.32,0.83
33415,0.46,0.57
33416,0.14,0.18
33417,0.4,0.51
33418,0.03,0.13
33419,0.66,0.79
33420,0.35,0.41
33421,0.14,0.84
33422,0.17,0.79
33423,0.16,0.22
33424,0.17,0.28
33425,0.1,0.16
33426,0.17,0.21
33427,0.18,0.53
33428,0.13,0.28
33429,0.22,0.73
33430,0.46,0.59
33431,0.44,0.67
33432,0.27,0.47
33433,0.74,0.83
33434,0.13,0.83
33435,0.53,0.67
33436,0.3,0.44
33437,0.15,0.54
33438,0.18,0.36
33439,0.16,0.25
33440,0.24,0.59
33441,0.18,0.41
33442,0.21,0.78
33443,0.17,0.42
33444,0.17,0.5
33445,0.1,0.34
33446,0.5,0.69
33447,0.22,0.62
33448,0.12,0.78
33449,0.11,0.36
33450,0.13,0.43
33451,0.19,0.32
33452,0.24,0.71
33453,0.43,0.51
33454,0.72,0.83
33455,0.2,0.92
33456,0.21,0.55
33457,0.22,0.51
33458,0.4,0.54
33459,0.13,0.48
33460,0.1,0.29
33461,0.13,0.69
33462,0.42,0.43
33463,0.13,0.26
33464,0.11,0.44
33465,0.24,0.72
33466,0.32,0.39
33467,0.53,0.57
33468,0.27,0.45
33469,0.22,0.68
33470,0.05,0.13
33471,0.05,0.16
33472,0.51,0.6
33473,0.42,0.67
33474,0.18,0.38
33475,0.17,0.22
33476,0.22,0.23
33477,0.54,0.34
33478,0.27,0.51
33479,0.28,0.6
33480,0.13,0.11
33481,0.28,0.89
33482,0.14,0.29
33483,0.16,0.12
33484,0.1,0.16
33485,0.11,0.31
33486,0.38,0.46
33487,0.22,0.19
33488,0.4,0.57
33489,0.16,0.46
33490,0.42,0.58
33491,0.18,0.55
33492,0.25,0.38
33493,0.3,0.63
33494,0.75,0.9
33495,0.23,0.38
33496,0.38,0.46
33497,0.26,0.52
33498,0.13,0.22
33499,0.1,0.71
33500,0.25,0.28
33501,0.13,0.1
33502,0.08,0.2
33503,0.31,0.34
33504,0.1,0.13
33505,0.34,0.51
33506,0.26,0.19
33507,0.12,0.37
33508,0.25,0.55
33509,0.19,0.31
33510,0.48,0.53
33511,0.55,0.59
33512,0.3,0.7
33513,0.08,0.51
33514,0.24,0.8
33515,0.35,0.75
33516,0.13,0.32
33517,0.23,0.71
33518,0.19,0.65
33519,0.34,0.55
33520,0.17,0.55
33521,0.3,0.2
33522,0.17,0.21
33523,0.21,0.15
33524,0.34,0.38
33525,0.06,0.26
33526,0.4,0.5
33527,0.63,0.74
33528,0.16,0.61
33529,0.23,0.36
33530,0.27,0.45
33531,0.27,0.31
33532,0.12,0.29
33533,0.14,0.18
33534,0.17,0.15
33535,0.13,0.29
33536,0.3,0.67
33537,0.24,0.44
33538,0.22,0.23
33539,0.08,0.22
33540,0.11,0.24
33541,0.28,0.38
33542,0.21,0.34
33543,0.24,0.37
33544,0.16,0.22
33545,0.25,0.39
33546,0.18,0.78
33547,0.15,0.36
33548,0.09,0.32
33549,0.13,0.24
33550,0.09,0.64
33551,0.07,0.63
33552,0.33,0.57
33553,0.1,0.25
33554,0.13,0.6
33555,0.26,0.45
33556,0.23,0.55
33557,0.37,0.8
33558,0.25,0.26
33559,0.19,0.55
33560,0.2,0.54
33561,0.13,0.36
33562,0.25,0.58
33563,0.27,0.27
33564,0.22,0.65
33565,0.28,0.3
33566,0.39,0.68
33567,0.06,0.32
33568,0.26,0.16
33569,0.17,0.3
33570,0.47,0.72
33571,0.21,0.53
33572,0.11,0.34
33573,0.13,0.14
33574,0.26,0.43
33575,0.28,0.51
33576,0.59,0.79
33577,0.26,0.32
33578,0.17,0.15
33579,0.33,0.55
33580,0.18,0.43
33581,0.27,0.63
33582,0.53,0.73
33583,0.4,0.47
33584,0.58,0.72
33585,0.62,0.61
33586,0.15,0.18
33587,0.19,0.34
33588,0.06,0.16
33589,0.2,0.38
33590,0.19,0.31
33591,0.31,0.46
33592,0.19,0.22
33593,0.37,0.4
33594,0.28,0.33
33595,0.28,0.43
33596,0.22,0.74
33597,0.54,0.69
33598,0.47,0.81
33599,0.14,0.62
33600,0.09,0.15
33601,0.53,0.5
33602,0.51,0.53
33603,0.16,0.6
33604,0.6,0.81
33605,0.18,0.28
33606,0.57,0.72
33607,0.37,0.85
33608,0.16,0.38
33609,0.26,0.68
33610,0.17,0.66
33611,0.33,0.37
33612,0.22,0.68
33613,0.6,0.67
33614,0.55,0.5
33615,0.28,0.3
33616,0.49,0.71
33617,0.31,0.25
33618,0.21,0.66
33619,0.06,0.63
33620,0.03,0.11
33621,0.15,0.54
33622,0.66,0.77
33623,0.08,0.59
33624,0.17,0.31
33625,0.23,0.55
33626,0.29,0.4
33627,0.27,0.39
33628,0.27,0.73
33629,0.35,0.3
33630,0.13,0.71
33631,0.31,0.57
33632,0.18,0.39
33633,0.1,0.08
33634,0.24,0.34
33635,0.08,0.15
33636,0.22,0.7
33637,0.33,0.76
33638,0.16,0.31
33639,0.14,0.66
33640,0.49,0.61
33641,0.3,0.28
33642,0.23,0.34
33643,0.24,0.31
33644,0.38,0.62
33645,0.29,0.62
33646,0.12,0.17
33647,0.48,0.43
33648,0.58,0.88
33649,0.1,0.2
33650,0.59,0.29
33651,0.25,0.55
33652,0.16,0.21
33653,0.14,0.29
33654,0.1,0.63
33655,0.14,0.22
33656,0.21,0.19
33657,0.14,0.16
33658,0.72,0.82
33659,0.34,0.41
33660,0.38,0.65
33661,0.21,0.62
33662,0.44,0.65
33663,0.08,0.26
33664,0.23,0.3
33665,0.43,0.73
33666,0.19,0.43
33667,0.17,0.38
33668,0.67,0.76
33669,0.32,0.55
33670,0.18,0.53
33671,0.1,0.85
33672,0.4,0.65
33673,0.17,0.17
33674,0.18,0.35
33675,0.21,0.81
33676,0.45,0.57
33677,0.24,0.5
33678,0.1,0.29
33679,0.13,0.35
33680,0.22,0.86
33681,0.26,0.77
33682,0.23,0.24
33683,0.15,0.23
33684,0.46,0.65
33685,0.33,0.55
33686,0.12,0.24
33687,0.54,0.75
33688,0.15,0.67
33689,0.27,0.59
33690,0.39,0.33
33691,0.19,0.29
33692,0.06,0.33
33693,0.42,0.53
33694,0.56,0.66
33695,0.26,0.45
33696,0.43,0.59
33697,0.32,0.57
33698,0.29,0.59
33699,0.45,0.59
33700,0.15,0.48
33701,0.12,0.12
33702,0.25,0.72
33703,0.26,0.32
33704,0.07,0.35
33705,0.18,0.49
33706,0.31,0.59
33707,0.12,0.1
33708,0.22,0.27
33709,0.21,0.25
33710,0.3,0.33
33711,0.26,0.55
33712,0.12,0.51
33713,0.26,0.43
33714,0.39,0.55
33715,0.15,0.83
33716,0.67,0.74
33717,0.2,0.4
33718,0.17,0.13
33719,0.11,0.47
33720,0.16,0.2
33721,0.33,0.38
33722,0.21,0.74
33723,0.72,0.77
33724,0.13,0.82
33725,0.23,0.66
33726,0.3,0.18
33727,0.33,0.25
33728,0.21,0.73
33729,0.29,0.25
33730,0.15,0.14
33731,0.13,0.35
33732,0.15,0.36
33733,0.11,0.38
33734,0.5,0.68
33735,0.15,0.24
33736,0.2,0.19
33737,0.37,0.59
33738,0.55,0.56
33739,0.12,0.2
33740,0.18,0.83
33741,0.53,0.53
33742,0.21,0.6
33743,0.13,0.78
33744,0.31,0.21
33745,0.3,0.46
33746,0.2,0.64
33747,0.26,0.26
33748,0.19,0.8
33749,0.93,0.87
33750,0.54,0.56
33751,0.65,0.7
33752,0.5,0.51
33753,0.22,0.55
33754,0.53,0.69
33755,0.31,0.41
33756,0.3,0.38
33757,0.48,0.51
33758,0.71,0.96
33759,0.06,0.27
33760,0.11,0.39
33761,0.22,0.25
33762,0.24,0.26
33763,0.43,0.62
33764,0.23,0.27
33765,0.35,0.75
33766,0.12,0.15
33767,0.19,0.47
33768,0.55,0.26
33769,0.29,0.32
33770,0.46,0.43
33771,0.34,0.32
33772,0.24,0.33
33773,0.13,0.69
33774,0.13,0.22
33775,0.08,0.28
33776,0.51,0.64
33777,0.25,0.31
33778,0.21,0.51
33779,0.16,0.68
33780,0.18,0.56
33781,0.1,0.06
33782,0.15,0.26
33783,0.19,0.72
33784,0.15,0.21
33785,0.23,0.32
33786,0.18,0.4
33787,0.23,0.49
33788,0.2,0.58
33789,0.23,0.29
33790,0.24,0.15
33791,0.19,0.26
33792,0.1,0.11
33793,0.33,0.62
33794,0.22,0.26
33795,0.49,0.79
33796,0.51,0.62
33797,0.25,0.59
33798,0.16,0.87
33799,0.26,0.68
33800,0.24,0.57
33801,0.21,0.47
33802,0.22,0.16
33803,0.11,0.82
33804,0.1,0.2
33805,0.89,0.73
33806,0.11,0.18
33807,0.26,0.65
33808,0.11,0.43
33809,0.16,0.18
33810,0.31,0.24
33811,0.15,0.23
33812,0.16,0.16
33813,0.42,0.47
33814,0.14,0.11
33815,0.27,0.79
33816,0.21,0.63
33817,0.23,0.2
33818,0.65,0.73
33819,0.55,0.65
33820,0.1,0.18
33821,0.34,0.73
33822,0.38,0.56
33823,0.08,0.06
33824,0.21,0.23
33825,0.21,0.57
33826,0.25,0.55
33827,0.35,0.37
33828,0.59,0.76
33829,0.54,0.69
33830,0.26,0.77
33831,0.35,0.74
33832,0.52,0.62
33833,0.11,0.61
33834,0.21,0.12
33835,0.12,0.14
33836,0.15,0.28
33837,0.13,0.43
33838,0.14,0.21
33839,0.27,0.25
33840,0.22,0.16
33841,0.65,0.7
33842,0.18,0.22
33843,0.06,0.42
33844,0.18,0.4
33845,0.45,0.82
33846,0.1,0.21
33847,0.25,0.48
33848,0.14,0.4
33849,0.22,0.17
33850,0.08,0.28
33851,0.18,0.5
33852,0.52,0.73
33853,0.14,0.54
33854,0.14,0.09
33855,0.46,0.82
33856,0.15,0.34
33857,0.12,0.78
33858,0.39,0.64
33859,0.36,0.45
33860,0.26,0.24
33861,0.42,0.53
33862,0.23,0.62
33863,0.1,0.22
33864,0.25,0.84
33865,0.14,0.17
33866,0.5,0.63
33867,0.32,0.38
33868,0.13,0.63
33869,0.08,0.08
33870,0.1,0.32
33871,0.09,0.79
33872,0.36,0.62
33873,0.22,0.16
33874,0.24,0.26
33875,0.65,0.89
33876,0.12,0.06
33877,0.54,0.58
33878,0.37,0.55
33879,0.12,0.12
33880,0.19,0.24
33881,0.12,0.23
33882,0.13,0.43
33883,0.31,0.34
33884,0.24,0.33
33885,0.18,0.67
33886,0.22,0.53
33887,0.24,0.32
33888,0.27,0.54
33889,0.37,0.57
33890,0.28,0.32
33891,0.22,0.8
33892,0.46,0.72
33893,0.11,0.27
33894,0.69,0.77
33895,0.29,0.12
33896,0.23,0.71
33897,0.15,0.21
33898,0.16,0.43
33899,0.17,0.22
33900,0.23,0.18
33901,0.24,0.22
33902,0.14,0.75
33903,0.28,0.16
33904,0.28,0.72
33905,0.23,0.47
33906,0.63,0.54
33907,0.19,0.69
33908,0.12,0.19
33909,0.1,0.68
33910,0.52,0.53
33911,0.21,0.54
33912,0.05,0.14
33913,0.45,0.7
33914,0.14,0.37
33915,0.69,0.79
33916,0.64,0.67
33917,0.23,0.36
33918,0.31,0.3
33919,0.08,0.25
33920,0.69,0.76
33921,0.36,0.58
33922,0.27,0.46
33923,0.45,0.69
33924,0.11,0.48
33925,0.16,0.32
33926,0.12,0.56
33927,0.43,0.68
33928,0.16,0.19
33929,0.13,0.14
33930,0.52,0.66
33931,0.08,0.61
33932,0.43,0.27
33933,0.6,0.69
33934,0.3,0.81
33935,0.33,0.45
33936,0.16,0.67
33937,0.34,0.5
33938,0.74,0.84
33939,0.76,0.85
33940,0.13,0.15
33941,0.27,0.29
33942,0.06,0.14
33943,0.27,0.53
33944,0.17,0.38
33945,0.23,0.65
33946,0.09,0.82
33947,0.2,0.41
33948,0.06,0.24
33949,0.6,0.84
33950,0.07,0.16
33951,0.32,0.63
33952,0.13,0.11
33953,0.14,0.54
33954,0.83,0.86
33955,0.68,0.57
33956,0.16,0.23
33957,0.15,0.33
33958,0.04,0.17
33959,0.45,0.69
33960,0.19,0.22
33961,0.1,0.16
33962,0.34,0.73
33963,0.08,0.17
33964,0.16,0.53
33965,0.64,0.86
33966,0.49,0.54
33967,0.27,0.46
33968,0.33,0.81
33969,0.33,0.63
33970,0.25,0.41
33971,0.17,0.33
33972,0.27,0.56
33973,0.15,0.25
33974,0.09,0.15
33975,0.18,0.3
33976,0.3,0.32
33977,0.28,0.42
33978,0.07,0.18
33979,0.12,0.31
33980,0.17,0.19
33981,0.29,0.75
33982,0.2,0.46
33983,0.6,0.64
33984,0.16,0.27
33985,0.2,0.22
33986,0.13,0.17
33987,0.13,0.42
33988,0.32,0.6
33989,0.16,0.23
33990,0.2,0.76
33991,0.08,0.11
33992,0.17,0.21
33993,0.15,0.22
33994,0.11,0.21
33995,0.39,0.52
33996,0.21,0.66
33997,0.26,0.8
33998,0.37,0.43
33999,0.39,0.61
34000,0.19,0.75
34001,0.52,0.48
34002,0.28,0.86
34003,0.27,0.38
34004,0.67,0.79
34005,0.24,0.45
34006,0.13,0.2
34007,0.3,0.27
34008,0.18,0.64
34009,0.06,0.26
34010,0.08,0.22
34011,0.62,0.84
34012,0.31,0.42
34013,0.04,0.11
34014,0.53,0.85
34015,0.08,0.22
34016,0.23,0.21
34017,0.16,0.53
34018,0.51,0.44
34019,0.49,0.67
34020,0.17,0.51
34021,0.24,0.27
34022,0.43,0.79
34023,0.35,0.87
34024,0.13,0.24
34025,0.14,0.46
34026,0.16,0.64
34027,0.18,0.27
34028,0.43,0.47
34029,0.16,0.9
34030,0.17,0.66
34031,0.13,0.64
34032,0.56,0.76
34033,0.66,0.84
34034,0.22,0.26
34035,0.35,0.79
34036,0.42,0.61
34037,0.27,0.62
34038,0.08,0.16
34039,0.27,0.76
34040,0.39,0.41
34041,0.21,0.58
34042,0.66,0.76
34043,0.81,0.83
34044,0.19,0.32
34045,0.18,0.16
34046,0.08,0.22
34047,0.19,0.65
34048,0.41,0.61
34049,0.15,0.21
34050,0.28,0.48
34051,0.33,0.26
34052,0.15,0.29
34053,0.13,0.3
34054,0.35,0.28
34055,0.12,0.24
34056,0.17,0.81
34057,0.51,0.62
34058,0.11,0.32
34059,0.68,0.72
34060,0.27,0.7
34061,0.42,0.62
34062,0.31,0.71
34063,0.59,0.46
34064,0.29,0.68
34065,0.16,0.24
34066,0.16,0.52
34067,0.49,0.64
34068,0.12,0.06
34069,0.08,0.31
34070,0.04,0.12
34071,0.2,0.84
34072,0.49,0.56
34073,0.59,0.35
34074,0.15,0.92
34075,0.33,0.61
34076,0.14,0.2
34077,0.74,0.92
34078,0.13,0.08
34079,0.35,0.54
34080,0.17,0.2
34081,0.45,0.76
34082,0.32,0.23
34083,0.21,0.71
34084,0.17,0.59
34085,0.23,0.8
34086,0.07,0.32
34087,0.51,0.68
34088,0.2,0.2
34089,0.2,0.42
34090,0.26,0.3
34091,0.16,0.58
34092,0.23,0.41
34093,0.23,0.36
34094,0.56,0.66
34095,0.09,0.15
34096,0.15,0.27
34097,0.15,0.66
34098,0.07,0.16
34099,0.2,0.15
34100,0.49,0.38
34101,0.08,0.2
34102,0.1,0.36
34103,0.14,0.08
34104,0.11,0.15
34105,0.11,0.7
34106,0.33,0.43
34107,0.32,0.5
34108,0.15,0.14
34109,0.21,0.33
34110,0.15,0.18
34111,0.04,0.12
34112,0.16,0.24
34113,0.46,0.58
34114,0.18,0.07
34115,0.14,0.22
34116,0.54,0.57
34117,0.33,0.52
34118,0.23,0.17
34119,0.23,0.16
34120,0.09,0.11
34121,0.25,0.48
34122,0.7,0.75
34123,0.06,0.15
34124,0.46,0.83
34125,0.11,0.19
34126,0.19,0.47
34127,0.21,0.75
34128,0.29,0.38
34129,0.3,0.41
34130,0.4,0.85
34131,0.17,0.89
34132,0.11,0.11
34133,0.09,0.51
34134,0.43,0.82
34135,0.32,0.75
34136,0.22,0.39
34137,0.22,0.44
34138,0.53,0.54
34139,0.22,0.69
34140,0.29,0.44
34141,0.49,0.63
34142,0.24,0.63
34143,0.19,0.51
34144,0.77,0.84
34145,0.26,0.61
34146,0.68,0.71
34147,0.24,0.33
34148,0.39,0.73
34149,0.18,0.64
34150,0.26,0.8
34151,0.33,0.45
34152,0.24,0.71
34153,0.2,0.77
34154,0.17,0.22
34155,0.07,0.22
34156,0.11,0.37
34157,0.34,0.4
34158,0.19,0.7
34159,0.28,0.64
34160,0.24,0.23
34161,0.31,0.61
34162,0.16,0.4
34163,0.23,0.56
34164,0.08,0.39
34165,0.2,0.8
34166,0.41,0.66
34167,0.36,0.63
34168,0.27,0.25
34169,0.27,0.27
34170,0.48,0.65
34171,0.15,0.15
34172,0.11,0.36
34173,0.15,0.18
34174,0.15,0.4
34175,0.43,0.55
34176,0.3,0.33
34177,0.17,0.5
34178,0.05,0.17
34179,0.22,0.48
34180,0.11,0.15
34181,0.42,0.73
34182,0.31,0.53
34183,0.05,0.1
34184,0.26,0.6
34185,0.17,0.27
34186,0.18,0.24
34187,0.25,0.66
34188,0.4,0.39
34189,0.21,0.88
34190,0.26,0.37
34191,0.11,0.23
34192,0.36,0.81
34193,0.2,0.57
34194,0.16,0.19
34195,0.79,0.81
34196,0.09,0.18
34197,0.77,0.78
34198,0.34,0.53
34199,0.17,0.77
34200,0.26,0.47
34201,0.21,0.78
34202,0.15,0.68
34203,0.28,0.57
34204,0.2,0.8
34205,0.5,0.82
34206,0.27,0.55
34207,0.1,0.17
34208,0.15,0.24
34209,0.38,0.52
34210,0.55,0.78
34211,0.41,0.44
34212,0.14,0.33
34213,0.38,0.76
34214,0.51,0.66
34215,0.06,0.15
34216,0.26,0.86
34217,0.2,0.68
34218,0.29,0.64
34219,0.21,0.59
34220,0.36,0.66
34221,0.37,0.85
34222,0.6,0.63
34223,0.15,0.84
34224,0.18,0.54
34225,0.14,0.86
34226,0.1,0.11
34227,0.12,0.23
34228,0.21,0.3
34229,0.22,0.41
34230,0.1,0.45
34231,0.47,0.49
34232,0.11,0.84
34233,0.08,0.17
34234,0.59,0.76
34235,0.45,0.52
34236,0.13,0.19
34237,0.34,0.26
34238,0.13,0.32
34239,0.14,0.54
34240,0.13,0.04
34241,0.28,0.4
34242,0.23,0.35
34243,0.16,0.16
34244,0.47,0.86
34245,0.61,0.71
34246,0.18,0.6
34247,0.11,0.13
34248,0.22,0.73
34249,0.13,0.22
34250,0.51,0.69
34251,0.06,0.19
34252,0.86,0.85
34253,0.11,0.21
34254,0.24,0.5
34255,0.26,0.42
34256,0.19,0.44
34257,0.16,0.21
34258,0.31,0.32
34259,0.06,0.16
34260,0.3,0.27
34261,0.09,0.04
34262,0.6,0.77
34263,0.38,0.22
34264,0.11,0.22
34265,0.22,0.2
34266,0.57,0.69
34267,0.69,0.68
34268,0.08,0.11
34269,0.19,0.19
34270,0.23,0.46
34271,0.06,0.55
34272,0.22,0.22
34273,0.28,0.56
34274,0.27,0.45
34275,0.69,0.65
34276,0.45,0.56
34277,0.43,0.55
34278,0.33,0.38
34279,0.17,0.26
34280,0.22,0.16
34281,0.28,0.44
34282,0.38,0.59
34283,0.62,0.65
34284,0.26,0.63
34285,0.1,0.24
34286,0.16,0.54
34287,0.27,0.39
34288,0.51,0.72
34289,0.18,0.35
34290,0.62,0.86
34291,0.11,0.74
34292,0.23,0.54
34293,0.39,0.53
34294,0.12,0.43
34295,0.24,0.31
34296,0.19,0.45
34297,0.61,0.79
34298,0.18,0.62
34299,0.1,0.12
34300,0.4,0.17
34301,0.43,0.61
34302,0.33,0.62
34303,0.31,0.43
34304,0.14,0.13
34305,0.1,0.33
34306,0.4,0.47
34307,0.09,0.11
34308,0.08,0.24
34309,0.22,0.25
34310,0.09,0.23
34311,0.18,0.48
34312,0.13,0.18
34313,0.51,0.62
34314,0.21,0.21
34315,0.2,0.39
34316,0.75,0.87
34317,0.08,0.85
34318,0.32,0.7
34319,0.31,0.53
34320,0.17,0.69
34321,0.12,0.22
34322,0.36,0.32
34323,0.27,0.28
34324,0.54,0.52
34325,0.15,0.3
34326,0.18,0.33
34327,0.62,0.84
34328,0.19,0.33
34329,0.26,0.75
34330,0.62,0.82
34331,0.33,0.24
34332,0.38,0.39
34333,0.24,0.23
34334,0.47,0.49
34335,0.15,0.14
34336,0.16,0.29
34337,0.42,0.3
34338,0.53,0.8
34339,0.07,0.27
34340,0.18,0.61
34341,0.18,0.44
34342,0.4,0.53
34343,0.22,0.35
34344,0.2,0.65
34345,0.1,0.1
34346,0.2,0.13
34347,0.31,0.51
34348,0.12,0.76
34349,0.54,0.69
34350,0.12,0.34
34351,0.07,0.2
34352,0.21,0.44
34353,0.21,0.21
34354,0.33,0.43
34355,0.3,0.62
34356,0.49,0.5
34357,0.51,0.78
34358,0.19,0.52
34359,0.08,0.11
34360,0.11,0.73
34361,0.22,0.47
34362,0.16,0.23
34363,0.57,0.72
34364,0.38,0.64
34365,0.51,0.56
34366,0.17,0.78
34367,0.26,0.29
34368,0.18,0.23
34369,0.24,0.67
34370,0.13,0.32
34371,0.17,0.44
34372,0.15,0.21
34373,0.15,0.43
34374,0.08,0.72
34375,0.27,0.41
34376,0.32,0.39
34377,0.23,0.55
34378,0.15,0.62
34379,0.18,0.55
34380,0.19,0.53
34381,0.16,0.68
34382,0.3,0.86
34383,0.17,0.63
34384,0.25,0.55
34385,0.16,0.76
34386,0.32,0.73
34387,0.08,0.13
34388,0.33,0.54
34389,0.49,0.53
34390,0.55,0.84
34391,0.16,0.53
34392,0.08,0.29
34393,0.28,0.54
34394,0.03,0.05
34395,0.33,0.2
34396,0.29,0.44
34397,0.21,0.15
34398,0.48,0.49
34399,0.1,0.44
34400,0.79,0.72
34401,0.52,0.41
34402,0.12,0.27
34403,0.25,0.37
34404,0.18,0.76
34405,0.21,0.24
34406,0.67,0.88
34407,0.39,0.55
34408,0.14,0.39
34409,0.19,0.56
34410,0.27,0.69
34411,0.2,0.27
34412,0.27,0.37
34413,0.09,0.16
34414,0.83,0.89
34415,0.09,0.22
34416,0.15,0.3
34417,0.15,0.66
34418,0.28,0.54
34419,0.2,0.48
34420,0.1,0.22
34421,0.17,0.7
34422,0.11,0.19
34423,0.2,0.22
34424,0.08,0.85
34425,0.19,0.18
34426,0.17,0.1
34427,0.55,0.78
34428,0.31,0.39
34429,0.24,0.34
34430,0.41,0.52
34431,0.09,0.55
34432,0.11,0.25
34433,0.49,0.64
34434,0.68,0.75
34435,0.45,0.76
34436,0.29,0.67
34437,0.14,0.1
34438,0.13,0.67
34439,0.1,0.12
34440,0.15,0.25
34441,0.21,0.18
34442,0.21,0.5
34443,0.13,0.28
34444,0.09,0.31
34445,0.09,0.1
34446,0.09,0.21
34447,0.16,0.58
34448,0.17,0.27
34449,0.11,0.4
34450,0.44,0.61
34451,0.21,0.34
34452,0.61,0.67
34453,0.29,0.69
34454,0.18,0.39
34455,0.36,0.29
34456,0.08,0.5
34457,0.48,0.61
34458,0.1,0.56
34459,0.32,0.45
34460,0.46,0.38
34461,0.37,0.27
